ingreso_mensual,gasto_mensual,deuda_total,score_crediticio,ratio_deuda_ingreso,ratio_gasto_ingreso,edad,antiguedad_meses,frecuencia_compra,ultima_compra_dias,num_productos,anio,genero_Femenino,genero_Masculino,genero_Otro,region_Centro,region_Norte,region_Sur,estado_civil_Casado,estado_civil_Divorciado,estado_civil_Soltero,uso_app_Alto,uso_app_Bajo,uso_app_Medio,tipo_plan_Basico,tipo_plan_Estandar,tipo_plan_Premium,canal_registro_App,canal_registro_Tienda,canal_registro_Web,tiene_tarjeta_credito,hora_sin,hora_cos,mes_sin,mes_cos,dia_semana_sin,dia_semana_cos,abandono
0.5324257571523836,0.9338218147794319,0.5667623800865995,-1.6277312698216915,-0.08446382120918594,0.11224643295337718,0.9791496257489468,1.193186437473192,-0.7245983167944933,1.6532192543548279,0.0027652726533600514,0.45241688621291626,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,-0.5000000000000004,0.8660254037844384,-0.8660254037844386,0.5000000000000001,0.0,1.0,1
1.863964963421263,-0.6515290671878459,-0.5565960137543624,-0.2868325007321006,-1.1579457486947933,-1.2584069388289894,0.13916573163112658,0.14029487588309789,-0.35833897931070313,1.18663934714705,0.7118095427457186,-1.4330462778335389,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.49999999999999994,-0.8660254037844387,-0.8660254037844384,-0.5000000000000004,0.7818314824680298,0.6234898018587336,0
-0.002148060415246994,-0.1004901125305877,1.8640294638928425,1.8405446443278801,-0.17959146175423307,-0.17218954702749156,-0.028831047192437467,-1.731512344721514,0.3741796956568772,0.4724864279514714,0.7118095427457186,-0.8045585564847205,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,6.123233995736766e-17,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,0
-1.646975392279456,0.12720333898947395,1.3149724898529713,-1.7698886821336581,2.4426610767854964,1.6769195666464929,0.3071625104546906,-1.643771381255673,-1.2739873230201786,-0.1654901798632454,-0.7062789974389986,1.0809046075617346,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,-0.8660254037844384,-0.5000000000000004,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,1
-0.2878622253119261,0.6835313013270553,-0.5333272963837918,-1.4844787277436164,-0.40257355275912177,0.49793123040597337,-0.9808127938593004,-1.3513015030362021,-0.9077279855363883,0.9581104130044648,0.0027652726533600514,-0.1760708351359021,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.8660254037844387,-0.4999999999999998,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,1
0.08740487205770381,1.844962284275187,-0.2747294444263173,1.3363595920386344,-0.3981828418576303,1.3375986845218062,1.5391388884941604,-0.5616328318436316,0.3741796956568772,1.0628528411531497,-0.7062789974389986,-0.1760708351359021,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,-0.9659258262890683,-0.25881904510252063,0.49999999999999994,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146,0
-1.8317304554295257,0.94449712647995,1.0023727452813675,0.5542441028369196,2.4426610767854964,2.4163106943252366,-0.756817088761215,-1.0295846369947845,1.4729577081082477,1.586564981896574,1.4208538128380772,-1.4330462778335389,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.7071067811865476,-0.7071067811865475,-2.4492935982947064e-16,1.0,0.7818314824680298,0.6234898018587336,0
-1.3118511457557054,0.758022515877561,-0.7784212772763723,-0.9688198550215786,0.059460698006214965,1.770647519345794,0.13916573163112658,0.3450237906367273,0.19105002691498213,0.30108972734453254,1.4208538128380772,0.45241688621291626,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8660254037844387,-0.4999999999999998,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,1
-0.002148060415246994,0.44302914344061334,-0.718084308217771,1.3581544713040112,-0.17959146175423307,-0.17218954702749156,-0.6448192362121723,1.134692461829298,-1.0908576542782835,-1.47953155118311,-1.4153232675313572,-0.1760708351359021,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,-1.8369701987210297e-16,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,0
-1.45160127265393,0.6273340940532649,-1.524183817342475,-0.8770349861366455,-0.6362335813251113,1.8820507270033786,-0.25282675229052287,0.16954186370504495,0.3741796956568772,0.3296558441123557,0.0027652726533600514,-0.8045585564847205,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.8660254037844387,-0.4999999999999998,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434,1
